E:\IMG\IMG\center_2020_03_23_08_50_23_352.jpg,E:\IMG\IMG\left_2020_03_23_08_50_23_352.jpg,E:\IMG\IMG\right_2020_03_23_08_50_23_352.jpg,0,0.3776284,0,7.153778
E:\IMG\IMG\center_2020_03_23_08_50_23_455.jpg,E:\IMG\IMG\left_2020_03_23_08_50_23_455.jpg,E:\IMG\IMG\right_2020_03_23_08_50_23_455.jpg,-0.25,0.06835993,0,7.271269
E:\IMG\IMG\center_2020_03_23_08_50_23_562.jpg,E:\IMG\IMG\left_2020_03_23_08_50_23_562.jpg,E:\IMG\IMG\right_2020_03_23_08_50_23_562.jpg,0,0,0,7.139823
E:\IMG\IMG\center_2020_03_23_08_50_23_663.jpg,E:\IMG\IMG\left_2020_03_23_08_50_23_663.jpg,E:\IMG\IMG\right_2020_03_23_08_50_23_663.jpg,-0.15,0,0,7.04835
E:\IMG\IMG\center_2020_03_23_08_50_23_763.jpg,E:\IMG\IMG\left_2020_03_23_08_50_23_763.jpg,E:\IMG\IMG\right_2020_03_23_08_50_23_763.jpg,-0.4,0,0,6.960321
E:\IMG\IMG\center_2020_03_23_08_50_23_874.jpg,E:\IMG\IMG\left_2020_03_23_08_50_23_874.jpg,E:\IMG\IMG\right_2020_03_23_08_50_23_874.jpg,-0.1,0,0,6.854296
E:\IMG\IMG\center_2020_03_23_08_50_23_981.jpg,E:\IMG\IMG\left_2020_03_23_08_50_23_981.jpg,E:\IMG\IMG\right_2020_03_23_08_50_23_981.jpg,0,0,0,6.751943
E:\IMG\IMG\center_2020_03_23_08_50_24_089.jpg,E:\IMG\IMG\left_2020_03_23_08_50_24_089.jpg,E:\IMG\IMG\right_2020_03_23_08_50_24_089.jpg,-0.15,0,0,6.674932
E:\IMG\IMG\center_2020_03_23_08_50_24_191.jpg,E:\IMG\IMG\left_2020_03_23_08_50_24_191.jpg,E:\IMG\IMG\right_2020_03_23_08_50_24_191.jpg,0,0,0,6.589203
E:\IMG\IMG\center_2020_03_23_08_50_24_303.jpg,E:\IMG\IMG\left_2020_03_23_08_50_24_303.jpg,E:\IMG\IMG\right_2020_03_23_08_50_24_303.jpg,-0.15,0,0,6.499266
E:\IMG\IMG\center_2020_03_23_08_50_24_400.jpg,E:\IMG\IMG\left_2020_03_23_08_50_24_400.jpg,E:\IMG\IMG\right_2020_03_23_08_50_24_400.jpg,-0.4,0,0,6.427015
E:\IMG\IMG\center_2020_03_23_08_50_24_505.jpg,E:\IMG\IMG\left_2020_03_23_08_50_24_505.jpg,E:\IMG\IMG\right_2020_03_23_08_50_24_505.jpg,-0.6500001,0,0,6.350873
E:\IMG\IMG\center_2020_03_23_08_50_24_609.jpg,E:\IMG\IMG\left_2020_03_23_08_50_24_609.jpg,E:\IMG\IMG\right_2020_03_23_08_50_24_609.jpg,-0.9000002,0,0,6.278613
E:\IMG\IMG\center_2020_03_23_08_50_24_715.jpg,E:\IMG\IMG\left_2020_03_23_08_50_24_715.jpg,E:\IMG\IMG\right_2020_03_23_08_50_24_715.jpg,-1,0,0,6.242142
E:\IMG\IMG\center_2020_03_23_08_50_24_818.jpg,E:\IMG\IMG\left_2020_03_23_08_50_24_818.jpg,E:\IMG\IMG\right_2020_03_23_08_50_24_818.jpg,-1,0,0,6.267594
E:\IMG\IMG\center_2020_03_23_08_50_24_921.jpg,E:\IMG\IMG\left_2020_03_23_08_50_24_921.jpg,E:\IMG\IMG\right_2020_03_23_08_50_24_921.jpg,-1,0,0,6.288713
E:\IMG\IMG\center_2020_03_23_08_50_25_023.jpg,E:\IMG\IMG\left_2020_03_23_08_50_25_023.jpg,E:\IMG\IMG\right_2020_03_23_08_50_25_023.jpg,0,0,0,6.032713
E:\IMG\IMG\center_2020_03_23_08_50_25_127.jpg,E:\IMG\IMG\left_2020_03_23_08_50_25_127.jpg,E:\IMG\IMG\right_2020_03_23_08_50_25_127.jpg,0,0,0,6.002211
E:\IMG\IMG\center_2020_03_23_08_50_25_226.jpg,E:\IMG\IMG\left_2020_03_23_08_50_25_226.jpg,E:\IMG\IMG\right_2020_03_23_08_50_25_226.jpg,0,0.3019629,0,6.2457
E:\IMG\IMG\center_2020_03_23_08_50_25_324.jpg,E:\IMG\IMG\left_2020_03_23_08_50_25_324.jpg,E:\IMG\IMG\right_2020_03_23_08_50_25_324.jpg,0,0.3150972,0,6.699089
E:\IMG\IMG\center_2020_03_23_08_50_25_430.jpg,E:\IMG\IMG\left_2020_03_23_08_50_25_430.jpg,E:\IMG\IMG\right_2020_03_23_08_50_25_430.jpg,0,0.3010545,0,6.917998
E:\IMG\IMG\center_2020_03_23_08_50_25_532.jpg,E:\IMG\IMG\left_2020_03_23_08_50_25_532.jpg,E:\IMG\IMG\right_2020_03_23_08_50_25_532.jpg,0,0.2855994,0,7.340786
E:\IMG\IMG\center_2020_03_23_08_50_25_638.jpg,E:\IMG\IMG\left_2020_03_23_08_50_25_638.jpg,E:\IMG\IMG\right_2020_03_23_08_50_25_638.jpg,0,0.279245,0,7.578292
E:\IMG\IMG\center_2020_03_23_08_50_25_739.jpg,E:\IMG\IMG\left_2020_03_23_08_50_25_739.jpg,E:\IMG\IMG\right_2020_03_23_08_50_25_739.jpg,0,0.5823071,0,8.121304
E:\IMG\IMG\center_2020_03_23_08_50_25_842.jpg,E:\IMG\IMG\left_2020_03_23_08_50_25_842.jpg,E:\IMG\IMG\right_2020_03_23_08_50_25_842.jpg,0,0.889727,0,9.02465
E:\IMG\IMG\center_2020_03_23_08_50_25_942.jpg,E:\IMG\IMG\left_2020_03_23_08_50_25_942.jpg,E:\IMG\IMG\right_2020_03_23_08_50_25_942.jpg,0,1,0,10.1377
E:\IMG\IMG\center_2020_03_23_08_50_26_046.jpg,E:\IMG\IMG\left_2020_03_23_08_50_26_046.jpg,E:\IMG\IMG\right_2020_03_23_08_50_26_046.jpg,0,1,0,11.24898
E:\IMG\IMG\center_2020_03_23_08_50_26_145.jpg,E:\IMG\IMG\left_2020_03_23_08_50_26_145.jpg,E:\IMG\IMG\right_2020_03_23_08_50_26_145.jpg,0,1,0,12.39159
E:\IMG\IMG\center_2020_03_23_08_50_26_252.jpg,E:\IMG\IMG\left_2020_03_23_08_50_26_252.jpg,E:\IMG\IMG\right_2020_03_23_08_50_26_252.jpg,0,1,0,13.45628
E:\IMG\IMG\center_2020_03_23_08_50_26_349.jpg,E:\IMG\IMG\left_2020_03_23_08_50_26_349.jpg,E:\IMG\IMG\right_2020_03_23_08_50_26_349.jpg,0,1,0,14.4476
E:\IMG\IMG\center_2020_03_23_08_50_26_461.jpg,E:\IMG\IMG\left_2020_03_23_08_50_26_461.jpg,E:\IMG\IMG\right_2020_03_23_08_50_26_461.jpg,0,0.6802402,0,15.35634
E:\IMG\IMG\center_2020_03_23_08_50_26_558.jpg,E:\IMG\IMG\left_2020_03_23_08_50_26_558.jpg,E:\IMG\IMG\right_2020_03_23_08_50_26_558.jpg,0,0.9843862,0,16.46535
E:\IMG\IMG\center_2020_03_23_08_50_26_665.jpg,E:\IMG\IMG\left_2020_03_23_08_50_26_665.jpg,E:\IMG\IMG\right_2020_03_23_08_50_26_665.jpg,0,1,0,17.38809
E:\IMG\IMG\center_2020_03_23_08_50_26_768.jpg,E:\IMG\IMG\left_2020_03_23_08_50_26_768.jpg,E:\IMG\IMG\right_2020_03_23_08_50_26_768.jpg,0,1,0,18.57576
E:\IMG\IMG\center_2020_03_23_08_50_26_873.jpg,E:\IMG\IMG\left_2020_03_23_08_50_26_873.jpg,E:\IMG\IMG\right_2020_03_23_08_50_26_873.jpg,0,1,0,19.46665
E:\IMG\IMG\center_2020_03_23_08_50_26_973.jpg,E:\IMG\IMG\left_2020_03_23_08_50_26_973.jpg,E:\IMG\IMG\right_2020_03_23_08_50_26_973.jpg,0,1,0,20.59508
E:\IMG\IMG\center_2020_03_23_08_50_27_080.jpg,E:\IMG\IMG\left_2020_03_23_08_50_27_080.jpg,E:\IMG\IMG\right_2020_03_23_08_50_27_080.jpg,0,0.6798247,0,21.49233
E:\IMG\IMG\center_2020_03_23_08_50_27_181.jpg,E:\IMG\IMG\left_2020_03_23_08_50_27_181.jpg,E:\IMG\IMG\right_2020_03_23_08_50_27_181.jpg,0,0.376906,0,21.7768
E:\IMG\IMG\center_2020_03_23_08_50_27_287.jpg,E:\IMG\IMG\left_2020_03_23_08_50_27_287.jpg,E:\IMG\IMG\right_2020_03_23_08_50_27_287.jpg,-0.15,0.05715375,0,21.82356
E:\IMG\IMG\center_2020_03_23_08_50_27_395.jpg,E:\IMG\IMG\left_2020_03_23_08_50_27_395.jpg,E:\IMG\IMG\right_2020_03_23_08_50_27_395.jpg,-0.4,0,0,21.33331
E:\IMG\IMG\center_2020_03_23_08_50_27_510.jpg,E:\IMG\IMG\left_2020_03_23_08_50_27_510.jpg,E:\IMG\IMG\right_2020_03_23_08_50_27_510.jpg,-0.15,0,0,21.03539
E:\IMG\IMG\center_2020_03_23_08_50_27_620.jpg,E:\IMG\IMG\left_2020_03_23_08_50_27_620.jpg,E:\IMG\IMG\right_2020_03_23_08_50_27_620.jpg,-0.45,0,0,20.69887
E:\IMG\IMG\center_2020_03_23_08_50_27_734.jpg,E:\IMG\IMG\left_2020_03_23_08_50_27_734.jpg,E:\IMG\IMG\right_2020_03_23_08_50_27_734.jpg,0,0,0,20.76869
E:\IMG\IMG\center_2020_03_23_08_50_27_840.jpg,E:\IMG\IMG\left_2020_03_23_08_50_27_840.jpg,E:\IMG\IMG\right_2020_03_23_08_50_27_840.jpg,-0.3,0,0,20.50307
E:\IMG\IMG\center_2020_03_23_08_50_27_941.jpg,E:\IMG\IMG\left_2020_03_23_08_50_27_941.jpg,E:\IMG\IMG\right_2020_03_23_08_50_27_941.jpg,0,0,0,19.96389
E:\IMG\IMG\center_2020_03_23_08_50_28_049.jpg,E:\IMG\IMG\left_2020_03_23_08_50_28_049.jpg,E:\IMG\IMG\right_2020_03_23_08_50_28_049.jpg,0,0,0,20.10127
E:\IMG\IMG\center_2020_03_23_08_50_28_153.jpg,E:\IMG\IMG\left_2020_03_23_08_50_28_153.jpg,E:\IMG\IMG\right_2020_03_23_08_50_28_153.jpg,0.1,0,0,19.54039
E:\IMG\IMG\center_2020_03_23_08_50_28_257.jpg,E:\IMG\IMG\left_2020_03_23_08_50_28_257.jpg,E:\IMG\IMG\right_2020_03_23_08_50_28_257.jpg,0.4,0,0,19.22762
E:\IMG\IMG\center_2020_03_23_08_50_28_358.jpg,E:\IMG\IMG\left_2020_03_23_08_50_28_358.jpg,E:\IMG\IMG\right_2020_03_23_08_50_28_358.jpg,0,0,0,19.40154
E:\IMG\IMG\center_2020_03_23_08_50_28_468.jpg,E:\IMG\IMG\left_2020_03_23_08_50_28_468.jpg,E:\IMG\IMG\right_2020_03_23_08_50_28_468.jpg,0.25,0,0,18.752
E:\IMG\IMG\center_2020_03_23_08_50_28_571.jpg,E:\IMG\IMG\left_2020_03_23_08_50_28_571.jpg,E:\IMG\IMG\right_2020_03_23_08_50_28_571.jpg,0,0,0,19.0144
E:\IMG\IMG\center_2020_03_23_08_50_28_682.jpg,E:\IMG\IMG\left_2020_03_23_08_50_28_682.jpg,E:\IMG\IMG\right_2020_03_23_08_50_28_682.jpg,0.15,0,0,18.78643
E:\IMG\IMG\center_2020_03_23_08_50_28_788.jpg,E:\IMG\IMG\left_2020_03_23_08_50_28_788.jpg,E:\IMG\IMG\right_2020_03_23_08_50_28_788.jpg,0,0,0,18.08405
E:\IMG\IMG\center_2020_03_23_08_50_28_899.jpg,E:\IMG\IMG\left_2020_03_23_08_50_28_899.jpg,E:\IMG\IMG\right_2020_03_23_08_50_28_899.jpg,0,0,0,17.85486
E:\IMG\IMG\center_2020_03_23_08_50_29_002.jpg,E:\IMG\IMG\left_2020_03_23_08_50_29_002.jpg,E:\IMG\IMG\right_2020_03_23_08_50_29_002.jpg,0,0,0,18.18134
E:\IMG\IMG\center_2020_03_23_08_50_29_106.jpg,E:\IMG\IMG\left_2020_03_23_08_50_29_106.jpg,E:\IMG\IMG\right_2020_03_23_08_50_29_106.jpg,-0.15,0,0,17.48358
E:\IMG\IMG\center_2020_03_23_08_50_29_210.jpg,E:\IMG\IMG\left_2020_03_23_08_50_29_210.jpg,E:\IMG\IMG\right_2020_03_23_08_50_29_210.jpg,-0.4,0,0,17.72571
E:\IMG\IMG\center_2020_03_23_08_50_29_318.jpg,E:\IMG\IMG\left_2020_03_23_08_50_29_318.jpg,E:\IMG\IMG\right_2020_03_23_08_50_29_318.jpg,0,0,0,17.52325
E:\IMG\IMG\center_2020_03_23_08_50_29_426.jpg,E:\IMG\IMG\left_2020_03_23_08_50_29_426.jpg,E:\IMG\IMG\right_2020_03_23_08_50_29_426.jpg,0,0,0,16.81142
E:\IMG\IMG\center_2020_03_23_08_50_29_531.jpg,E:\IMG\IMG\left_2020_03_23_08_50_29_531.jpg,E:\IMG\IMG\right_2020_03_23_08_50_29_531.jpg,0,0,0,17.17455
E:\IMG\IMG\center_2020_03_23_08_50_29_638.jpg,E:\IMG\IMG\left_2020_03_23_08_50_29_638.jpg,E:\IMG\IMG\right_2020_03_23_08_50_29_638.jpg,0,0,0,16.46163
E:\IMG\IMG\center_2020_03_23_08_50_29_749.jpg,E:\IMG\IMG\left_2020_03_23_08_50_29_749.jpg,E:\IMG\IMG\right_2020_03_23_08_50_29_749.jpg,0.15,0,0,16.2602
E:\IMG\IMG\center_2020_03_23_08_50_29_852.jpg,E:\IMG\IMG\left_2020_03_23_08_50_29_852.jpg,E:\IMG\IMG\right_2020_03_23_08_50_29_852.jpg,0,0,0,16.58921
E:\IMG\IMG\center_2020_03_23_08_50_29_957.jpg,E:\IMG\IMG\left_2020_03_23_08_50_29_957.jpg,E:\IMG\IMG\right_2020_03_23_08_50_29_957.jpg,0.1,0,0,15.88077
E:\IMG\IMG\center_2020_03_23_08_50_30_061.jpg,E:\IMG\IMG\left_2020_03_23_08_50_30_061.jpg,E:\IMG\IMG\right_2020_03_23_08_50_30_061.jpg,0,0,0,15.66581
E:\IMG\IMG\center_2020_03_23_08_50_30_163.jpg,E:\IMG\IMG\left_2020_03_23_08_50_30_163.jpg,E:\IMG\IMG\right_2020_03_23_08_50_30_163.jpg,0,0,0,16.06366
E:\IMG\IMG\center_2020_03_23_08_50_30_274.jpg,E:\IMG\IMG\left_2020_03_23_08_50_30_274.jpg,E:\IMG\IMG\right_2020_03_23_08_50_30_274.jpg,0.25,0,0,15.35882
E:\IMG\IMG\center_2020_03_23_08_50_30_372.jpg,E:\IMG\IMG\left_2020_03_23_08_50_30_372.jpg,E:\IMG\IMG\right_2020_03_23_08_50_30_372.jpg,0,0,0,15.73131
E:\IMG\IMG\center_2020_03_23_08_50_30_485.jpg,E:\IMG\IMG\left_2020_03_23_08_50_30_485.jpg,E:\IMG\IMG\right_2020_03_23_08_50_30_485.jpg,0,0,0,15.54591
E:\IMG\IMG\center_2020_03_23_08_50_30_596.jpg,E:\IMG\IMG\left_2020_03_23_08_50_30_596.jpg,E:\IMG\IMG\right_2020_03_23_08_50_30_596.jpg,0,0,0,14.87486
E:\IMG\IMG\center_2020_03_23_08_50_30_701.jpg,E:\IMG\IMG\left_2020_03_23_08_50_30_701.jpg,E:\IMG\IMG\right_2020_03_23_08_50_30_701.jpg,0.3,0,0,14.66096
E:\IMG\IMG\center_2020_03_23_08_50_30_813.jpg,E:\IMG\IMG\left_2020_03_23_08_50_30_813.jpg,E:\IMG\IMG\right_2020_03_23_08_50_30_813.jpg,0,0,0,14.97334
E:\IMG\IMG\center_2020_03_23_08_50_30_924.jpg,E:\IMG\IMG\left_2020_03_23_08_50_30_924.jpg,E:\IMG\IMG\right_2020_03_23_08_50_30_924.jpg,0,0,0,14.79535
E:\IMG\IMG\center_2020_03_23_08_50_31_035.jpg,E:\IMG\IMG\left_2020_03_23_08_50_31_035.jpg,E:\IMG\IMG\right_2020_03_23_08_50_31_035.jpg,0.25,0,0,14.11201
E:\IMG\IMG\center_2020_03_23_08_50_31_148.jpg,E:\IMG\IMG\left_2020_03_23_08_50_31_148.jpg,E:\IMG\IMG\right_2020_03_23_08_50_31_148.jpg,0,0,0,13.90534
E:\IMG\IMG\center_2020_03_23_08_50_31_263.jpg,E:\IMG\IMG\left_2020_03_23_08_50_31_263.jpg,E:\IMG\IMG\right_2020_03_23_08_50_31_263.jpg,0,0,0,13.66941
E:\IMG\IMG\center_2020_03_23_08_50_31_364.jpg,E:\IMG\IMG\left_2020_03_23_08_50_31_364.jpg,E:\IMG\IMG\right_2020_03_23_08_50_31_364.jpg,0,0,0,14.04968
E:\IMG\IMG\center_2020_03_23_08_50_31_477.jpg,E:\IMG\IMG\left_2020_03_23_08_50_31_477.jpg,E:\IMG\IMG\right_2020_03_23_08_50_31_477.jpg,-0.15,0,0,13.36686
E:\IMG\IMG\center_2020_03_23_08_50_31_579.jpg,E:\IMG\IMG\left_2020_03_23_08_50_31_579.jpg,E:\IMG\IMG\right_2020_03_23_08_50_31_579.jpg,-0.4,0,0,13.67477
E:\IMG\IMG\center_2020_03_23_08_50_31_687.jpg,E:\IMG\IMG\left_2020_03_23_08_50_31_687.jpg,E:\IMG\IMG\right_2020_03_23_08_50_31_687.jpg,0,0,0,13.54237
E:\IMG\IMG\center_2020_03_23_08_50_31_797.jpg,E:\IMG\IMG\left_2020_03_23_08_50_31_797.jpg,E:\IMG\IMG\right_2020_03_23_08_50_31_797.jpg,0,0,0,12.91419
E:\IMG\IMG\center_2020_03_23_08_50_31_898.jpg,E:\IMG\IMG\left_2020_03_23_08_50_31_898.jpg,E:\IMG\IMG\right_2020_03_23_08_50_31_898.jpg,0,0,0,13.23281
E:\IMG\IMG\center_2020_03_23_08_50_32_009.jpg,E:\IMG\IMG\left_2020_03_23_08_50_32_009.jpg,E:\IMG\IMG\right_2020_03_23_08_50_32_009.jpg,0,0,0,13.02659
E:\IMG\IMG\center_2020_03_23_08_50_32_117.jpg,E:\IMG\IMG\left_2020_03_23_08_50_32_117.jpg,E:\IMG\IMG\right_2020_03_23_08_50_32_117.jpg,0,0,0,12.4124
E:\IMG\IMG\center_2020_03_23_08_50_32_214.jpg,E:\IMG\IMG\left_2020_03_23_08_50_32_214.jpg,E:\IMG\IMG\right_2020_03_23_08_50_32_214.jpg,0,0,0,12.77001
E:\IMG\IMG\center_2020_03_23_08_50_32_280.jpg,E:\IMG\IMG\left_2020_03_23_08_50_32_280.jpg,E:\IMG\IMG\right_2020_03_23_08_50_32_280.jpg,-0.15,0,0,12.63222
E:\IMG\IMG\center_2020_03_23_08_50_32_392.jpg,E:\IMG\IMG\left_2020_03_23_08_50_32_392.jpg,E:\IMG\IMG\right_2020_03_23_08_50_32_392.jpg,0,0,0,12.14967
E:\IMG\IMG\center_2020_03_23_08_50_32_500.jpg,E:\IMG\IMG\left_2020_03_23_08_50_32_500.jpg,E:\IMG\IMG\right_2020_03_23_08_50_32_500.jpg,0,0,0,12.28113
E:\IMG\IMG\center_2020_03_23_08_50_32_607.jpg,E:\IMG\IMG\left_2020_03_23_08_50_32_607.jpg,E:\IMG\IMG\right_2020_03_23_08_50_32_607.jpg,0,0,0,12.14114
E:\IMG\IMG\center_2020_03_23_08_50_32_714.jpg,E:\IMG\IMG\left_2020_03_23_08_50_32_714.jpg,E:\IMG\IMG\right_2020_03_23_08_50_32_714.jpg,0,0,0,11.77654
E:\IMG\IMG\center_2020_03_23_08_50_32_819.jpg,E:\IMG\IMG\left_2020_03_23_08_50_32_819.jpg,E:\IMG\IMG\right_2020_03_23_08_50_32_819.jpg,0,0.1621131,0,11.93517
E:\IMG\IMG\center_2020_03_23_08_50_32_926.jpg,E:\IMG\IMG\left_2020_03_23_08_50_32_926.jpg,E:\IMG\IMG\right_2020_03_23_08_50_32_926.jpg,0,0.4823169,0,12.41089
E:\IMG\IMG\center_2020_03_23_08_50_33_032.jpg,E:\IMG\IMG\left_2020_03_23_08_50_33_032.jpg,E:\IMG\IMG\right_2020_03_23_08_50_33_032.jpg,0,0.48165,0,12.57057
E:\IMG\IMG\center_2020_03_23_08_50_33_135.jpg,E:\IMG\IMG\left_2020_03_23_08_50_33_135.jpg,E:\IMG\IMG\right_2020_03_23_08_50_33_135.jpg,0,0.7929615,0,13.32642
E:\IMG\IMG\center_2020_03_23_08_50_33_262.jpg,E:\IMG\IMG\left_2020_03_23_08_50_33_262.jpg,E:\IMG\IMG\right_2020_03_23_08_50_33_262.jpg,0,1,0,14.62943
E:\IMG\IMG\center_2020_03_23_08_50_33_349.jpg,E:\IMG\IMG\left_2020_03_23_08_50_33_349.jpg,E:\IMG\IMG\right_2020_03_23_08_50_33_349.jpg,0,1,0,15.63894
E:\IMG\IMG\center_2020_03_23_08_50_33_455.jpg,E:\IMG\IMG\left_2020_03_23_08_50_33_455.jpg,E:\IMG\IMG\right_2020_03_23_08_50_33_455.jpg,0,1,0,16.76224
E:\IMG\IMG\center_2020_03_23_08_50_33_563.jpg,E:\IMG\IMG\left_2020_03_23_08_50_33_563.jpg,E:\IMG\IMG\right_2020_03_23_08_50_33_563.jpg,0,1,0,18.00088
E:\IMG\IMG\center_2020_03_23_08_50_33_675.jpg,E:\IMG\IMG\left_2020_03_23_08_50_33_675.jpg,E:\IMG\IMG\right_2020_03_23_08_50_33_675.jpg,0,0.6639712,0,18.75369
E:\IMG\IMG\center_2020_03_23_08_50_33_782.jpg,E:\IMG\IMG\left_2020_03_23_08_50_33_782.jpg,E:\IMG\IMG\right_2020_03_23_08_50_33_782.jpg,-0.15,0.3450472,0,19.17103
E:\IMG\IMG\center_2020_03_23_08_50_33_889.jpg,E:\IMG\IMG\left_2020_03_23_08_50_33_889.jpg,E:\IMG\IMG\right_2020_03_23_08_50_33_889.jpg,-0.4,0.02470958,0,19.06371
E:\IMG\IMG\center_2020_03_23_08_50_33_995.jpg,E:\IMG\IMG\left_2020_03_23_08_50_33_995.jpg,E:\IMG\IMG\right_2020_03_23_08_50_33_995.jpg,0,0,0,18.84356
E:\IMG\IMG\center_2020_03_23_08_50_34_102.jpg,E:\IMG\IMG\left_2020_03_23_08_50_34_102.jpg,E:\IMG\IMG\right_2020_03_23_08_50_34_102.jpg,-0.3,0,0,18.58831
E:\IMG\IMG\center_2020_03_23_08_50_34_204.jpg,E:\IMG\IMG\left_2020_03_23_08_50_34_204.jpg,E:\IMG\IMG\right_2020_03_23_08_50_34_204.jpg,0,0,0,18.33526
E:\IMG\IMG\center_2020_03_23_08_50_34_312.jpg,E:\IMG\IMG\left_2020_03_23_08_50_34_312.jpg,E:\IMG\IMG\right_2020_03_23_08_50_34_312.jpg,-0.1,0,0,18.18228
E:\IMG\IMG\center_2020_03_23_08_50_34_424.jpg,E:\IMG\IMG\left_2020_03_23_08_50_34_424.jpg,E:\IMG\IMG\right_2020_03_23_08_50_34_424.jpg,0,0,0,17.94562
E:\IMG\IMG\center_2020_03_23_08_50_34_533.jpg,E:\IMG\IMG\left_2020_03_23_08_50_34_533.jpg,E:\IMG\IMG\right_2020_03_23_08_50_34_533.jpg,0,0,0,17.7412
E:\IMG\IMG\center_2020_03_23_08_50_34_652.jpg,E:\IMG\IMG\left_2020_03_23_08_50_34_652.jpg,E:\IMG\IMG\right_2020_03_23_08_50_34_652.jpg,0,0,0,17.52694
